time,ENV.pressure.Pa,ENV.temperature.K,PHOT.jbrcl.s-1,PHOT.jbro.s-1,PHOT.jbrono2_a.s-1,PHOT.jbrono2_b.s-1,PHOT.jccl4.s-1,PHOT.jcf2cl2.s-1,PHOT.jcf2clbr.s-1,PHOT.jcf3br.s-1,PHOT.jcfc113.s-1,PHOT.jcfc114.s-1,PHOT.jcfc115.s-1,PHOT.jcfcl3.s-1,PHOT.jch2br2.s-1,PHOT.jch2o_a.s-1,PHOT.jch2o_b.s-1,PHOT.jchbr3.s-1,PHOT.jch3ccl3.s-1,PHOT.jch3cl.s-1,PHOT.jch3ooh.s-1,PHOT.jch4_a.s-1,PHOT.jch4_b.s-1,PHOT.jcl2.s-1,PHOT.jcl2o2.s-1,PHOT.jclo.s-1,PHOT.jclono2_a.s-1,PHOT.jclono2_b.s-1,PHOT.jco2.s-1,PHOT.jh2402.s-1,PHOT.jh2o_a.s-1,PHOT.jh2o_b.s-1,PHOT.jh2o_c.s-1,PHOT.jhbr.s-1,PHOT.jhcfc141b.s-1,PHOT.jhcfc142b.s-1,PHOT.jhcfc22.s-1,PHOT.jhcl.s-1,PHOT.jhno3.s-1,PHOT.jho2no2_a.s-1,PHOT.jho2no2_b.s-1,PHOT.jhobr.s-1,PHOT.jhocl.s-1,PHOT.jn2o.s-1,PHOT.jn2o5_a.s-1,PHOT.jn2o5_b.s-1,PHOT.jno.s-1,PHOT.jno3_a.s-1,PHOT.jno3_b.s-1,PHOT.jo2_a.s-1,PHOT.jo2_b.s-1,PHOT.jo3_a.s-1,PHOT.jo3_b.s-1,PHOT.joclo.s-1,PHOT.jno2.s-1,PHOT.jch3br.s-1,PHOT.jh2o2.s-1
356400,70.59565978,258.6969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358200,70.59565978,258.6183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,70.59565978,258.5505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361800,70.59565978,258.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363600,70.59565978,258.5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365400,70.59565978,258.6247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367200,70.59565978,258.7173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369000,70.59565978,258.8476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370800,70.59565978,258.9716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372600,70.59565978,259.0763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374400,70.59565978,259.2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376200,70.59565978,259.4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378000,70.59565978,259.6371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379800,70.59565978,259.8691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381600,70.59565978,260.0492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383400,70.59565978,260.1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385200,70.59565978,260.2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387000,70.59565978,260.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388800,70.59565978,260.2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390600,70.59565978,260.2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392400,70.59565978,260.0457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394200,70.59565978,259.8386,0.005561248,0.00937027,0.000154293,0.000377751,1.49E-09,2.91E-11,5.59E-09,5.27E-10,5.22E-11,3.49E-12,2.99E-13,4.71E-10,1.55E-08,1.49E-06,1.52E-05,8.61E-08,7.62E-10,7.81E-12,7.93E-07,0,0,0.000756046,0.000499499,7.61E-07,1.13E-05,6.96E-07,0,4.55E-09,0,0,0,2.35E-09,8.38E-11,5.61E-13,1.63E-13,1.40E-11,2.13E-08,9.33E-08,1.02E-05,0.000958282,7.24E-05,2.24E-11,4.58E-06,1.81E-08,0,0.07641342,0.00393429,0,2.94E-14,3.57E-07,0.000163219,0.02951413,0.004004779,2.50E-09,7.29E-07
396000,70.59565978,259.5936,0.01063501,0.04419328,0.000512901,0.001255724,1.05E-05,5.00E-07,3.70E-05,3.54E-06,6.23E-07,4.77E-08,3.33E-09,4.26E-06,0.000104658,6.53E-05,8.01E-05,0.000232363,6.39E-06,1.08E-07,1.83E-05,0,0,0.002627197,0.003169965,0.001865045,0.000142077,7.71E-05,2.20E-11,3.09E-05,8.69E-10,0,0,1.71E-05,1.01E-06,8.55E-09,2.13E-09,1.64E-07,4.02E-05,2.45E-05,0.000102271,0.002555461,0.000386202,2.29E-07,8.88E-05,0.000113572,6.52E-08,0.1837791,0.01012382,0,2.11E-10,0.001106698,0.000556137,0.07097989,0.00951042,1.71E-05,2.99E-05
397800,70.59565978,259.3977,0.01221972,0.0511824,0.000657673,0.001610164,1.88E-05,9.97E-07,7.78E-05,6.86E-06,1.17E-06,9.33E-08,6.33E-09,7.51E-06,0.000246654,7.68E-05,9.49E-05,0.000622017,1.11E-05,2.14E-07,3.25E-05,0,0,0.003048326,0.004753955,0.003553403,0.000275575,0.000163285,7.92E-11,6.29E-05,4.22E-09,0,0,3.07E-05,1.89E-06,1.70E-08,4.21E-09,3.08E-07,6.95E-05,5.24E-05,0.000209334,0.003013157,0.000474789,4.03E-07,0.000135,0.000229013,3.17E-07,0.2021042,0.01097131,0,4.50E-10,0.00326392,0.000836694,0.0823843,0.01103276,3.31E-05,5.64E-05
399600,70.59565978,259.2184,0.01361959,0.05690785,0.000743834,0.00182111,2.15E-05,1.24E-06,9.17E-05,7.88E-06,1.41E-06,1.15E-07,7.68E-09,8.69E-06,0.000298537,8.25E-05,0.000105704,0.000792791,1.27E-05,2.66E-07,3.87E-05,0,0,0.003395587,0.005629242,0.004300253,0.000331141,0.000197897,1.25E-10,7.35E-05,8.05E-09,0,0,3.48E-05,2.27E-06,2.13E-08,5.27E-09,3.73E-07,7.95E-05,6.43E-05,0.000254981,0.003353569,0.000532408,4.70E-07,0.000157842,0.000270177,5.14E-07,0.2237739,0.01216891,0,5.49E-10,0.004385944,0.001011,0.0920439,0.01232505,3.81E-05,6.79E-05
401400,70.59565978,259.3134,0.01416814,0.06007753,0.000784807,0.001921425,2.28E-05,1.40E-06,9.81E-05,8.33E-06,1.55E-06,1.30E-07,8.54E-09,9.35E-06,0.000322664,8.60E-05,0.00011167,0.000875932,1.36E-05,3.00E-07,4.18E-05,1.59E-33,1.94E-33,0.003575105,0.006076408,0.00466834,0.000357766,0.000214484,1.62E-10,7.84E-05,1.18E-08,2.45E-34,2.95E-34,3.67E-05,2.51E-06,2.42E-08,5.98E-09,4.14E-07,8.43E-05,7.01E-05,0.000277354,0.003507909,0.000563109,5.07E-07,0.000169593,0.000289387,6.76E-07,0.2295728,0.01245858,2.30E-36,6.11E-10,0.004949035,0.001088864,0.09650657,0.01292,4.04E-05,7.37E-05
403200,70.59565978,259.3846,0.01531742,0.06422953,0.000837555,0.002050567,2.37E-05,1.52E-06,0.000102163,8.63E-06,1.66E-06,1.41E-07,9.17E-09,9.81E-06,0.000337593,8.96E-05,0.000118941,0.000931389,1.42E-05,3.26E-07,4.40E-05,8.84E-28,1.08E-27,0.003831948,0.006474593,0.004916329,0.000377683,0.000225843,1.93E-10,8.17E-05,1.55E-08,1.36E-28,1.64E-28,3.80E-05,2.67E-06,2.63E-08,6.52E-09,4.44E-07,8.76E-05,7.40E-05,0.000292218,0.003759687,0.000598766,5.35E-07,0.000180028,0.000301908,8.16E-07,0.2512436,0.01375043,1.01E-30,6.60E-10,0.005325884,0.001179914,0.1038823,0.01391743,4.18E-05,7.78E-05
405000,70.59565978,259.4631,0.01528822,0.06517819,0.00084745,0.002074792,2.43E-05,1.61E-06,0.000104489,8.79E-06,1.73E-06,1.49E-07,9.64E-09,1.01E-05,0.000346435,9.13E-05,0.000120803,0.000963072,1.46E-05,3.45E-07,4.52E-05,2.78E-24,3.40E-24,0.003874576,0.006634287,0.005060936,0.000387317,0.000232084,2.18E-10,8.35E-05,1.89E-08,4.29E-25,5.15E-25,3.87E-05,2.79E-06,2.80E-08,6.94E-09,4.66E-07,8.95E-05,7.63E-05,0.000300823,0.003780727,0.000608742,5.53E-07,0.000184658,0.000308943,9.36E-07,0.2480998,0.01355187,2.76E-27,6.98E-10,0.005545516,0.001199687,0.1044232,0.01398671,4.26E-05,8.00E-05
406800,70.59565978,259.4845,0.01579412,0.06725079,0.000871921,0.002134703,2.47E-05,1.68E-06,0.000106365,8.92E-06,1.79E-06,1.55E-07,1.00E-08,1.04E-05,0.000353562,9.33E-05,0.000124515,0.000988694,1.49E-05,3.60E-07,4.63E-05,5.42E-22,6.62E-22,0.003998608,0.006828401,0.00518073,0.000396442,0.00023731,2.39E-10,8.49E-05,2.21E-08,8.36E-23,1.00E-22,3.93E-05,2.89E-06,2.93E-08,7.27E-09,4.83E-07,9.10E-05,7.81E-05,0.000307854,0.003897079,0.000626551,5.66E-07,0.000189331,0.000314646,1.04E-06,0.2574328,0.01409058,4.92E-25,7.30E-10,0.005723477,0.001241458,0.1078067,0.01443698,4.33E-05,8.19E-05
408600,70.59565978,259.4864,0.01600403,0.06828503,0.000883696,0.002163532,2.50E-05,1.73E-06,0.000107412,8.99E-06,1.84E-06,1.60E-07,1.03E-08,1.05E-05,0.000357552,9.46E-05,0.000126385,0.00100317,1.51E-05,3.72E-07,4.69E-05,1.97E-20,2.41E-20,0.004057851,0.006932299,0.005249802,0.000401424,0.000240245,2.56E-10,8.57E-05,2.48E-08,3.04E-21,3.65E-21,3.97E-05,2.96E-06,3.03E-08,7.53E-09,4.96E-07,9.19E-05,7.92E-05,0.000311889,0.003949796,0.000635732,5.76E-07,0.000191973,0.000317804,1.12E-06,0.2612674,0.0143148,1.68E-23,7.56E-10,0.005824578,0.001262313,0.1093011,0.01463478,4.37E-05,8.30E-05
410400,70.59565978,259.4611,0.01701031,0.07129949,0.000919863,0.002252078,2.52E-05,1.77E-06,0.000108277,9.05E-06,1.87E-06,1.64E-07,1.05E-08,1.07E-05,0.000360851,9.69E-05,0.000131591,0.001015211,1.53E-05,3.81E-07,4.77E-05,2.35E-19,2.87E-19,0.004252951,0.007124913,0.005312467,0.000407749,0.000242995,2.70E-10,8.64E-05,2.72E-08,3.62E-20,4.34E-20,4.00E-05,3.01E-06,3.10E-08,7.74E-09,5.07E-07,9.27E-05,8.01E-05,0.000315414,0.004151695,0.000659372,5.84E-07,0.000195729,0.000320432,1.18E-06,0.2824044,0.01554643,1.92E-22,7.77E-10,0.00590926,0.001318585,0.1152755,0.01543322,4.40E-05,8.42E-05
412200,70.59565978,259.3748,0.01659535,0.07045748,0.000908289,0.002223741,2.53E-05,1.80E-06,0.000108839,9.08E-06,1.89E-06,1.66E-07,1.07E-08,1.07E-05,0.000363285,9.67E-05,0.000130397,0.001020795,1.54E-05,3.87E-07,4.78E-05,1.26E-18,1.54E-18,0.004190666,0.007107934,0.005341303,0.000408122,0.00024386,2.80E-10,8.67E-05,2.90E-08,1.94E-19,2.33E-19,4.02E-05,3.04E-06,3.15E-08,7.88E-09,5.14E-07,9.30E-05,8.06E-05,0.000317139,0.00407909,0.000653872,5.88E-07,0.000194772,0.000321725,1.23E-06,0.2732337,0.01496299,1.00E-21,7.92E-10,0.005952411,0.001304363,0.113045,0.01511799,4.41E-05,8.45E-05
414000,70.59565978,259.1918,0.01662874,0.07072046,0.000911175,0.002230808,2.54E-05,1.82E-06,0.000109204,9.11E-06,1.91E-06,1.68E-07,1.08E-08,1.08E-05,0.000364678,9.71E-05,0.000130885,0.001025859,1.54E-05,3.91E-07,4.80E-05,3.62E-18,4.42E-18,0.004204498,0.007139677,0.005365568,0.000409763,0.000244875,2.87E-10,8.69E-05,3.03E-08,5.59E-19,6.71E-19,4.03E-05,3.07E-06,3.19E-08,7.98E-09,5.19E-07,9.33E-05,8.09E-05,0.000318542,0.004090085,0.000656379,5.91E-07,0.000195639,0.000322831,1.26E-06,0.2738389,0.01500067,2.84E-21,8.02E-10,0.005987849,0.001310145,0.1133342,0.01515557,4.42E-05,8.49E-05
415800,70.59565978,258.9639,0.01634889,0.07002659,0.000902706,0.002210073,2.55E-05,1.83E-06,0.000109303,9.11E-06,1.92E-06,1.69E-07,1.08E-08,1.08E-05,0.000365053,9.68E-05,0.000129717,0.001027177,1.55E-05,3.94E-07,4.80E-05,6.23E-18,7.61E-18,0.004156777,0.007110327,0.005369797,0.000409417,0.000245025,2.91E-10,8.70E-05,3.10E-08,9.61E-19,1.15E-18,4.03E-05,3.08E-06,3.21E-08,8.04E-09,5.21E-07,9.34E-05,8.10E-05,0.000318857,0.00403781,0.000651369,5.93E-07,0.000195312,0.000323116,1.27E-06,0.267868,0.0146563,4.86E-21,8.07E-10,0.005996615,0.00129832,0.1117537,0.01494365,4.43E-05,8.49E-05
417600,70.59565978,258.7292,0.01644699,0.07028651,0.000905835,0.002217734,2.55E-05,1.83E-06,0.000109308,9.11E-06,1.92E-06,1.69E-07,1.08E-08,1.08E-05,0.000365066,9.69E-05,0.00013016,0.001027209,1.55E-05,3.94E-07,4.80E-05,6.71E-18,8.20E-18,0.004174276,0.007122991,0.00537034,0.000409683,0.000245065,2.92E-10,8.70E-05,3.12E-08,1.04E-18,1.24E-18,4.03E-05,3.08E-06,3.22E-08,8.04E-09,5.22E-07,9.35E-05,8.10E-05,0.000318894,0.004056563,0.000653278,5.93E-07,0.000195493,0.000323125,1.28E-06,0.2699414,0.01477636,5.24E-21,8.08E-10,0.005996692,0.001302816,0.1123185,0.01501925,4.43E-05,8.49E-05
419400,70.59565978,258.5086,0.01616845,0.06950306,0.000896405,0.002194646,2.54E-05,1.82E-06,0.000109199,9.11E-06,1.91E-06,1.69E-07,1.08E-08,1.08E-05,0.000364648,9.64E-05,0.000128817,0.001025658,1.55E-05,3.92E-07,4.79E-05,4.57E-18,5.58E-18,0.00412264,0.007078534,0.005361005,0.000408476,0.000244655,2.89E-10,8.69E-05,3.07E-08,7.05E-19,8.46E-19,4.03E-05,3.08E-06,3.20E-08,8.01E-09,5.20E-07,9.33E-05,8.09E-05,0.000318393,0.004002029,0.000647271,5.92E-07,0.000194715,0.000322798,1.27E-06,0.2639917,0.01443115,3.59E-21,8.03E-10,0.005985616,0.001288517,0.1106985,0.01480273,4.42E-05,8.47E-05
421200,70.59565978,258.3127,0.01613221,0.06928299,0.000893086,0.00218652,2.53E-05,1.80E-06,0.000109014,9.08E-06,1.90E-06,1.67E-07,1.07E-08,1.07E-05,0.000364199,9.61E-05,0.000128587,0.001020792,1.54E-05,3.88E-07,4.77E-05,1.90E-18,2.32E-18,0.004110635,0.007052905,0.00534203,0.000406639,0.000243585,2.83E-10,8.66E-05,2.95E-08,2.93E-19,3.51E-19,4.02E-05,3.05E-06,3.16E-08,7.92E-09,5.16E-07,9.30E-05,8.06E-05,0.000317296,0.003991851,0.000645185,5.87E-07,0.000192796,0.000321828,1.24E-06,0.2631377,0.0143284,1.51E-21,7.94E-10,0.00595567,0.001283032,0.1104291,0.01475298,4.41E-05,8.44E-05
423000,70.59565978,258.1504,0.01604682,0.06885608,0.000888208,0.002174577,2.52E-05,1.78E-06,0.000108569,9.05E-06,1.88E-06,1.64E-07,1.06E-08,1.07E-05,0.000362503,9.55E-05,0.000127812,0.001014645,1.53E-05,3.82E-07,4.74E-05,4.43E-19,5.41E-19,0.004086384,0.007009013,0.005312386,0.000404543,0.000242342,2.74E-10,8.63E-05,2.78E-08,6.84E-20,8.20E-20,4.00E-05,3.02E-06,3.11E-08,7.78E-09,5.09E-07,9.26E-05,8.01E-05,0.00031557,0.003970158,0.000641334,5.83E-07,0.000191677,0.000320493,1.20E-06,0.2614049,0.01422494,3.61E-22,7.80E-10,0.005912688,0.001273867,0.1098297,0.01467417,4.40E-05,8.39E-05
424800,70.59565978,257.9996,0.01604202,0.06854032,0.000884903,0.002166487,2.50E-05,1.74E-06,0.000107918,9.00E-06,1.84E-06,1.61E-07,1.04E-08,1.05E-05,0.000360025,9.50E-05,0.000127202,0.001005722,1.51E-05,3.74E-07,4.71E-05,5.00E-20,6.11E-20,0.004071712,0.006960914,0.005270726,0.000401808,0.000240583,2.61E-10,8.58E-05,2.56E-08,7.72E-21,9.27E-21,3.98E-05,2.97E-06,3.04E-08,7.59E-09,5.00E-07,9.20E-05,7.95E-05,0.000313098,0.003961296,0.000638068,5.76E-07,0.000190295,0.000318538,1.14E-06,0.2616417,0.01423603,4.22E-23,7.61E-10,0.005850733,0.001266645,0.1096218,0.01464804,4.37E-05,8.33E-05
426600,70.59565978,257.8427,0.01611539,0.06826345,0.000882531,0.002160679,2.47E-05,1.69E-06,0.000106965,8.93E-06,1.80E-06,1.56E-07,1.01E-08,1.04E-05,0.000356402,9.43E-05,0.000126622,0.000992725,1.49E-05,3.63E-07,4.66E-05,2.11E-21,2.57E-21,0.004063092,0.006900518,0.005210858,0.000398008,0.000238043,2.45E-10,8.50E-05,2.29E-08,3.25E-22,3.90E-22,3.95E-05,2.90E-06,2.95E-08,7.35E-09,4.87E-07,9.11E-05,7.85E-05,0.000309526,0.003963219,0.000634741,5.67E-07,0.00018843,0.000315666,1.06E-06,0.2640018,0.0143722,1.86E-24,7.37E-10,0.005760697,0.001260562,0.1097429,0.01466636,4.34E-05,8.23E-05
428400,70.59565978,257.7123,0.01580384,0.06683982,0.000866309,0.002120964,2.43E-05,1.63E-06,0.000105603,8.84E-06,1.75E-06,1.50E-07,9.76E-09,1.02E-05,0.000351245,9.28E-05,0.00012405,0.000974355,1.47E-05,3.49E-07,4.58E-05,2.09E-23,2.55E-23,0.003979842,0.006765329,0.005125384,0.000391578,0.000234312,2.25E-10,8.39E-05,1.99E-08,3.22E-24,3.86E-24,3.90E-05,2.82E-06,2.83E-08,7.04E-09,4.72E-07,8.99E-05,7.72E-05,0.00030441,0.00388807,0.000622486,5.54E-07,0.000185154,0.000311564,9.72E-07,0.2586128,0.01406442,1.98E-26,7.08E-10,0.005634089,0.001233393,0.1075564,0.01437633,4.29E-05,8.09E-05
430200,70.59565978,257.5972,0.01544193,0.06500621,0.000845485,0.002069981,2.38E-05,1.55E-06,0.000103538,8.69E-06,1.68E-06,1.43E-07,9.32E-09,9.89E-06,0.00034344,9.08E-05,0.000120708,0.000946712,1.43E-05,3.31E-07,4.47E-05,2.04E-26,2.49E-26,0.003874455,0.00657812,0.004998926,0.000382177,0.000228737,2.01E-10,8.23E-05,1.65E-08,3.14E-27,3.77E-27,3.83E-05,2.71E-06,2.68E-08,6.65E-09,4.51E-07,8.82E-05,7.52E-05,0.000296792,0.003796136,0.000606462,5.38E-07,0.00018052,0.000305326,8.59E-07,0.2531347,0.01375937,2.14E-29,6.72E-10,0.005444244,0.001198564,0.1048667,0.01401938,4.22E-05,7.89E-05
432000,70.59565978,257.518,0.01484187,0.06236014,0.000814244,0.001993495,2.32E-05,1.44E-06,0.000100614,8.49E-06,1.59E-06,1.33E-07,8.76E-09,9.50E-06,0.000332429,8.82E-05,0.000115912,0.000908193,1.38E-05,3.08E-07,4.31E-05,3.21E-31,3.92E-31,0.003717829,0.006313682,0.00482494,0.00036889,0.000220945,1.72E-10,8.01E-05,1.30E-08,4.95E-32,5.94E-32,3.73E-05,2.56E-06,2.48E-08,6.16E-09,4.25E-07,8.58E-05,7.24E-05,0.000286175,0.003653174,0.00058353,5.16E-07,0.000174138,0.000296529,7.26E-07,0.2433727,0.01321347,3.99E-34,6.30E-10,0.005181999,0.001146175,0.1006584,0.01345931,4.11E-05,7.61E-05
433800,70.59565978,257.465,0.01424952,0.05932812,0.000777593,0.001903763,2.21E-05,1.30E-06,9.61E-05,8.16E-06,1.46E-06,1.21E-07,8.01E-09,8.96E-06,0.000315372,8.51E-05,0.000110321,0.000849152,1.31E-05,2.78E-07,4.08E-05,0,0,0.003542927,0.005959754,0.004563268,0.000349407,0.000209114,1.37E-10,7.66E-05,9.24E-09,0,0,3.59E-05,2.36E-06,2.23E-08,5.52E-09,3.89E-07,8.20E-05,6.81E-05,0.000270026,0.003500033,0.000556053,4.84E-07,0.000165231,0.000282887,5.72E-07,0.2354976,0.01279251,0,5.78E-10,0.004782869,0.001082193,0.09615748,0.01285995,3.95E-05,7.19E-05
